[ 2015-01-07T11:55:10+08:00 ] /shop/admin.php | INFO: Tag[ app_begin ] --START--
[ 2015-01-07T11:55:10+08:00 ] /shop/admin.php | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-01-07T11:55:10+08:00 ] /shop/admin.php | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-01-07T11:55:10+08:00 ] /shop/admin.php | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-01-07T11:55:10+08:00 ] /shop/admin.php | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-01-07T11:55:10+08:00 ] /shop/admin.php | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-01-07T11:55:10+08:00 ] /shop/admin.php | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-01-07T11:55:10+08:00 ] /shop/admin.php | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-01-07T11:55:10+08:00 ] /shop/admin.php | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-01-07T11:55:10+08:00 ] /shop/admin.php | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-01-07T11:55:10+08:00 ] /shop/admin.php | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-01-07T11:55:10+08:00 ] /shop/admin.php | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-01-07T11:55:10+08:00 ] /shop/admin.php | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-01-07T11:55:10+08:00 ] /shop/admin.php | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-01-07T11:55:10+08:00 ] /shop/admin.php | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-01-07T11:55:10+08:00 ] /shop/admin.php | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-01-07T11:55:10+08:00 ] /shop/admin.php | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-01-07T11:55:10+08:00 ] /shop/admin.php | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-01-07T11:55:10+08:00 ] /shop/admin.php | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-01-07T11:55:10+08:00 ] /shop/admin.php | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-01-07T11:55:10+08:00 ] /shop/admin.php | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-01-07T11:55:10+08:00 ] /shop/admin.php | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-01-07T11:55:10+08:00 ] /shop/admin.php | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-01-07T11:55:10+08:00 ] /shop/admin.php | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-01-07T11:55:10+08:00 ] /shop/admin.php | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-01-07T11:55:10+08:00 ] /shop/admin.php | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-01-07T11:55:10+08:00 ] /shop/admin.php | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-01-07T11:55:10+08:00 ] /shop/admin.php | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-01-07T11:55:10+08:00 ] /shop/admin.php | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-01-07T11:55:10+08:00 ] /shop/admin.php | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-01-07T11:55:10+08:00 ] /shop/admin.php | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-01-07T11:55:10+08:00 ] /shop/admin.php | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-01-07T11:55:10+08:00 ] /shop/admin.php | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-01-07T11:55:10+08:00 ] /shop/admin.php | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-01-07T11:55:10+08:00 ] /shop/admin.php | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-01-07T11:55:10+08:00 ] /shop/admin.php | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-01-07T11:55:10+08:00 ] /shop/admin.php | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2015-01-07T11:55:10+08:00 ] /shop/admin.php | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2015-01-07T11:55:10+08:00 ] /shop/admin.php | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2015-01-07T11:55:10+08:00 ] /shop/admin.php | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2015-01-07T11:55:10+08:00 ] /shop/admin.php | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2015-01-07T11:55:10+08:00 ] /shop/admin.php | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2015-01-07T11:55:10+08:00 ] /shop/admin.php | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-01-07T11:55:10+08:00 ] /shop/admin.php | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-01-07T11:55:10+08:00 ] /shop/admin.php | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-01-07T11:55:10+08:00 ] /shop/admin.php | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 220 行.
[ 2015-01-07T11:55:10+08:00 ] /shop/admin.php | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 154 行.
[ 2015-01-07T11:55:10+08:00 ] /shop/admin.php | INFO: Run ParseTemplate Behavior [ RunTime:0.011000s ]
[ 2015-01-07T11:55:10+08:00 ] /shop/admin.php | INFO: Tag[ view_parse ] --END-- [ RunTime:0.011000s ]
[ 2015-01-07T11:55:10+08:00 ] /shop/admin.php | INFO: Tag[ view_filter ] --START--
[ 2015-01-07T11:55:10+08:00 ] /shop/admin.php | INFO: Run ContentReplace Behavior [ RunTime:0.001001s ]
[ 2015-01-07T11:55:10+08:00 ] /shop/admin.php | INFO: Run TokenBuild Behavior [ RunTime:0.001000s ]
[ 2015-01-07T11:55:10+08:00 ] /shop/admin.php | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2015-01-07T11:55:10+08:00 ] /shop/admin.php | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2015-01-07T11:55:10+08:00 ] /shop/admin.php | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004001s ]
[ 2015-01-07T11:55:10+08:00 ] /shop/admin.php | INFO: Tag[ view_end ] --START--
[ 2015-01-07T11:55:10+08:00 ] /shop/admin.php | INFO: Run ShowPageTrace Behavior [ RunTime:0.001000s ]
[ 2015-01-07T11:55:10+08:00 ] /shop/admin.php | INFO: Tag[ view_end ] --END-- [ RunTime:0.001000s ]
[ 2015-01-07T11:55:14+08:00 ] /shop/admin.php?s=Index/logininsert | INFO: Tag[ route_check ] --START--
[ 2015-01-07T11:55:14+08:00 ] /shop/admin.php?s=Index/logininsert | INFO: Run CheckRoute Behavior [ RunTime:0.002000s ]
[ 2015-01-07T11:55:14+08:00 ] /shop/admin.php?s=Index/logininsert | INFO: Tag[ route_check ] --END-- [ RunTime:0.002000s ]
[ 2015-01-07T11:55:14+08:00 ] /shop/admin.php?s=Index/logininsert | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead Dispatcher.class.php 第 125 行.
[ 2015-01-07T11:55:14+08:00 ] /shop/admin.php?s=Index/logininsert | INFO: Tag[ app_begin ] --START--
[ 2015-01-07T11:55:14+08:00 ] /shop/admin.php?s=Index/logininsert | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002000s ]
[ 2015-01-07T11:55:14+08:00 ] /shop/admin.php?s=Index/logininsert | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002000s ]
[ 2015-01-07T11:55:14+08:00 ] /shop/admin.php?s=Index/logininsert | INFO: Tag[ view_template ] --START--
[ 2015-01-07T11:55:14+08:00 ] /shop/admin.php?s=Index/logininsert | INFO: Run LocationTemplate Behavior [ RunTime:0.002001s ]
[ 2015-01-07T11:55:14+08:00 ] /shop/admin.php?s=Index/logininsert | INFO: Tag[ view_template ] --END-- [ RunTime:0.002001s ]
[ 2015-01-07T11:55:14+08:00 ] /shop/admin.php?s=Index/logininsert | INFO: Tag[ view_parse ] --START--
[ 2015-01-07T11:55:14+08:00 ] /shop/admin.php?s=Index/logininsert | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 186 行.
[ 2015-01-07T11:55:14+08:00 ] /shop/admin.php?s=Index/logininsert | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-01-07T11:55:14+08:00 ] /shop/admin.php?s=Index/logininsert | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-01-07T11:55:14+08:00 ] /shop/admin.php?s=Index/logininsert | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-01-07T11:55:14+08:00 ] /shop/admin.php?s=Index/logininsert | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-01-07T11:55:14+08:00 ] /shop/admin.php?s=Index/logininsert | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-01-07T11:55:14+08:00 ] /shop/admin.php?s=Index/logininsert | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-01-07T11:55:14+08:00 ] /shop/admin.php?s=Index/logininsert | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-01-07T11:55:14+08:00 ] /shop/admin.php?s=Index/logininsert | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-01-07T11:55:14+08:00 ] /shop/admin.php?s=Index/logininsert | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-01-07T11:55:14+08:00 ] /shop/admin.php?s=Index/logininsert | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2015-01-07T11:55:14+08:00 ] /shop/admin.php?s=Index/logininsert | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2015-01-07T11:55:14+08:00 ] /shop/admin.php?s=Index/logininsert | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-01-07T11:55:14+08:00 ] /shop/admin.php?s=Index/logininsert | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-01-07T11:55:14+08:00 ] /shop/admin.php?s=Index/logininsert | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-01-07T11:55:14+08:00 ] /shop/admin.php?s=Index/logininsert | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 402 行.
[ 2015-01-07T11:55:14+08:00 ] /shop/admin.php?s=Index/logininsert | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-01-07T11:55:14+08:00 ] /shop/admin.php?s=Index/logininsert | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-01-07T11:55:14+08:00 ] /shop/admin.php?s=Index/logininsert | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-01-07T11:55:14+08:00 ] /shop/admin.php?s=Index/logininsert | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-01-07T11:55:14+08:00 ] /shop/admin.php?s=Index/logininsert | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-01-07T11:55:14+08:00 ] /shop/admin.php?s=Index/logininsert | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-01-07T11:55:14+08:00 ] /shop/admin.php?s=Index/logininsert | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-01-07T11:55:14+08:00 ] /shop/admin.php?s=Index/logininsert | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-01-07T11:55:14+08:00 ] /shop/admin.php?s=Index/logininsert | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-01-07T11:55:14+08:00 ] /shop/admin.php?s=Index/logininsert | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-01-07T11:55:14+08:00 ] /shop/admin.php?s=Index/logininsert | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-01-07T11:55:14+08:00 ] /shop/admin.php?s=Index/logininsert | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-01-07T11:55:14+08:00 ] /shop/admin.php?s=Index/logininsert | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-01-07T11:55:14+08:00 ] /shop/admin.php?s=Index/logininsert | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-01-07T11:55:14+08:00 ] /shop/admin.php?s=Index/logininsert | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-01-07T11:55:14+08:00 ] /shop/admin.php?s=Index/logininsert | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-01-07T11:55:14+08:00 ] /shop/admin.php?s=Index/logininsert | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-01-07T11:55:14+08:00 ] /shop/admin.php?s=Index/logininsert | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
[ 2015-01-07T11:55:14+08:00 ] /shop/admin.php?s=Index/logininsert | NOTIC: [8192] preg_replace(): The /e modifier is deprecated, use preg_replace_callback instead ThinkTemplate.class.php 第 406 行.
